title,url,category,instructor,platform,search_corpus
Advanced Data Modeling,https://www.coursera.org/learn/advanced-data-modeling,Information Technology,['~30575670'],Coursera,"advanced data modeling information technology advanced analytics, extract, transform, load, database management, database architecture and administration, data visualization software, databases, relational databases, mysql, database design, data modeling, data warehousing, data analysis, mysql workbench"
Advanced Data Science Techniques (with AWS Integration),https://www.coursera.org/learn/advanced-data-science-techniques-with-aws-integration,Data Science,['~185939614'],Coursera,"advanced data science techniques (with aws integration) data science applied machine learning, aws sagemaker, unsupervised learning, regression analysis, supervised learning, time series analysis and forecasting, statistical analysis, amazon s3, predictive analytics, machine learning, forecasting, artificial intelligence and machine learning (ai/ml), advanced analytics, feature engineering, cloud development, machine learning methods, amazon web services, mlops (machine learning operations), cloud computing, dimensionality reduction"
Advanced Data Visualization with Tableau,https://www.coursera.org/learn/advanced-data-visualization-with-tableau,Information Technology,"['shubhradas', 'skillup']",Coursera,"advanced data visualization with tableau information technology data visualization, tableau software, advanced analytics, data integration, data sharing, dashboard, data visualization software, data storytelling, data analysis, interactive data visualization, data access, data analysis expressions (dax), data modeling, data presentation, transact-sql, performance tuning"
Advanced Data Visualization with Tableau,https://www.coursera.org/learn/advanced-data-visualization-with-tableau-public,Data Science,['~136272031'],Coursera,"advanced data visualization with tableau data science geospatial information and technology, stakeholder communications, spatial data analysis, geospatial mapping, business analytics, data presentation, tableau software, data visualization software, business reporting, data storytelling, data visualization, interactive data visualization, data analysis, statistical visualization"
Advanced Deep Learning Techniques for Computer Vision,https://www.coursera.org/learn/advanced-deep-learning-techniques-computer-vision,Data Science,"['~186909436', 'barmstro', '~154185359', '~34394679', 'mattrich']",Coursera,"advanced deep learning techniques for computer vision data science medical imaging, deep learning, image analysis, application deployment, unsupervised learning, data synthesis, pytorch (machine learning library), computer vision, anomaly detection, matlab"
Deep Learning with PyTorch,https://www.coursera.org/learn/advanced-deep-learning-with-pytorch,Data Science,['~28511493'],Coursera,"deep learning with pytorch data science pytorch (machine learning library), supervised learning, machine learning, computer vision, network architecture, deep learning, artificial neural networks"
Advanced Deployment Scenarios with TensorFlow,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,Computer Science,['lmoroney'],Coursera,"advanced deployment scenarios with tensorflow computer science web servers, tensorflow, information privacy, applied machine learning, data security, application programming interface (api), data processing, application deployment, distributed computing, mlops (machine learning operations), deep learning, machine learning, data visualization"
Siemens NX Mastery: Advanced Design & Applications,https://www.coursera.org/learn/advanced-engineering-design-with-nx,Physical Science And Engineering,['~106624590'],Coursera,"siemens nx mastery: advanced design & applications physical science and engineering computer-aided design, drafting and engineering design, 3d modeling, assembly drawing, engineering software, technical design, finite element methods, mechanical design, simulations"
Data Visualization with Advanced Excel,https://www.coursera.org/learn/advanced-excel,Data Science,['~19932496'],Coursera,"data visualization with advanced excel data science pivot tables and charts, data visualization, spreadsheet software, databases, data visualization software, graphing, dashboard, simulation and simulation software, data modeling, microsoft excel, data storytelling, data analysis, data presentation, excel formulas"
Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements,https://www.coursera.org/learn/advanced-financial-reporting,Business,['michael-kustanovich'],Coursera,"advanced financial reporting: accounting for business combinations and preparation of consolidated financial statements business international financial reporting standards, intercompany accounting, mergers & acquisitions, consolidation, business, technical accounting, generally accepted accounting principles (gaap), financial reporting, financial accounting, financial statements, business valuation"
